username, created_at, lng, lat, text
deLIZZcious, Thu Apr 23 21:18:14 +0000 2020, -122.178297, 47.325447, just spent $200 on hand made, glass blown art thats all local to these pnw. 🌲 
kxmren, Thu Apr 23 21:18:14 +0000 2020, -75.117998, 40.004866, @baldessarii1 you’re seeing stars baby, come back down to earth! 
1WonderFeminist, Thu Apr 23 21:18:14 +0000 2020, -93.262046, 44.970610, @SeeUinTheFall @acrosstana I would like to see her reverse racism herself out of this. https://t.co/X3Ob7hjUS3 
ruth_iyeke, Thu Apr 23 21:18:14 +0000 2020, -79.272570, 43.629311, @EEmberg5 @ERFPeel Thank you @EEmberg5. I can’t wait for those delicious cookies. https://t.co/DnEZnd1jh7 
TaoDaoMan, Thu Apr 23 21:18:14 +0000 2020, -112.315212, 33.439296, @JohnKel33154618 @Dissensual :-)Very cool.What engine did you have in it?Working on anything now? 
AlyssaKNewton, Thu Apr 23 21:18:14 +0000 2020, -88.161555, 30.683649, This is the kind of good news I need🙌🏼 
tsunelicious, Thu Apr 23 21:18:14 +0000 2020, -73.968542, 40.780709, @Souma530Souma 笑笑、トイレ？？ 
5SOSummer_xx, Thu Apr 23 21:18:14 +0000 2020, -106.632718, 35.117002, All I’m doing is asking questions, no need to be rude. I fucking hate people, I swear. 
AKISNBA, Thu Apr 23 21:18:14 +0000 2020, -73.831187, 40.670879, LeBron’s one of the greatest facilitators to ever play the game. His ability to read plays and see the court is a t… https://t.co/m4eByoovbL 
TheInfinityJims, Thu Apr 23 21:18:14 +0000 2020, -79.026020, 35.919442, https://t.co/nfM8q6y0sv 
KirstennMkayy, Thu Apr 23 21:18:15 +0000 2020, -82.202746, 28.366872, @adandygal Dude I love you so much 😭❤️ I’m tryingggg 
_KimmyB__, Thu Apr 23 21:18:15 +0000 2020, -76.620482, 39.284713, I want a sauna and a sun room 
thegreatgambini, Thu Apr 23 21:18:15 +0000 2020, -80.233328, 25.782353, I lost brain cells just hearing this woman talk 
a_nelsen17, Thu Apr 23 21:18:15 +0000 2020, -94.184913, 45.530721, @SamNjokuSports It’s inevitable. Wonder how it’s gonna work with players contracts, etc. 
CrazyNormie, Thu Apr 23 21:18:15 +0000 2020, -79.086791, 35.927207, Hi'nä - Otomi לֹא - Hebrew 
Parman311, Thu Apr 23 21:18:15 +0000 2020, -122.676108, 38.452218, Trump planted trees at the White House. There have been a lot of trees planted at the White House over the years. I… https://t.co/7n97eF59mR 
Ebonyeezy, Thu Apr 23 21:18:15 +0000 2020, -95.446486, 29.838495, All 25mm &amp; 27mm Dramatic Mink Lashes For $10 🔥Instagram @UntamedLashes #UntamedLashesByEbony 😈 https://t.co/vGV6dVUy0s 
JeannaMPatrick, Thu Apr 23 21:18:15 +0000 2020, -83.804475, 27.698682, @W1nch3st3r_GAC Lisa is back on a ventilator 
GGSOSA36, Thu Apr 23 21:18:15 +0000 2020, -79.861034, 35.170499, Yb drop tonight don’t call me after 12 😈 
Bufbillsfan4lif, Thu Apr 23 21:18:15 +0000 2020, -117.104989, 32.810012, This was hard asf 😂 #GoBills #BillsMafia 
babbydiabla, Thu Apr 23 21:18:15 +0000 2020, -119.025163, 35.346902, HAHAHAHA YESSSS 
tmj_MNS_health, Thu Apr 23 21:18:15 +0000 2020, -94.145507, 45.564940, Have you ever had a role like "Pharmacy Technician - Target Store"? What did you like most about that job? #Healthcare #StCloud, MN 
LifeAintBreezy, Thu Apr 23 21:18:15 +0000 2020, -95.446486, 29.838495, @MoistBackmeat My brain is broke 
JeffinAnaheim, Thu Apr 23 21:18:15 +0000 2020, -117.851089, 33.842863, @JasonSCampbell This "manly man" blocked me...the ❄ https://t.co/ZfXBFZ3aqr 
wwefan1991, Thu Apr 23 21:18:16 +0000 2020, -74.632836, 40.501577, It’s supposed to rain tomorrow but I really am thinking about sitting at the drive thru at Wendy’s to get those free chicken nuggets 🤷‍♀️ 
ebcinpa, Thu Apr 23 21:18:15 +0000 2020, -77.604684, 41.117936, @OglesbyAPP @AsburyParkPress @GeeksterTweets What about Flounder Day? https://t.co/CI8IFV9scD 
vicharmonnyc, Thu Apr 23 21:18:16 +0000 2020, -73.968542, 40.780709, Things I never thought I would do in my life. Fix own glasses. Not one but 2 pairs in 24 hrs. Plastic broke off one… https://t.co/XKthz6aO17 
JoshuaLisec, Thu Apr 23 21:18:16 +0000 2020, -84.200366, 39.780358, @TheLivingLogos @NielsKnk @BGZeroTwoOne This was an entertaining thread. 👋🏻 
g_frantz80, Thu Apr 23 21:18:16 +0000 2020, -82.501283, 27.543043, Ole Miss 
AdamRJacobson1, Thu Apr 23 21:18:16 +0000 2020, -80.120839, 26.438807, Beijing has China Daily. Cuba has Granma. iHeart has Inside Radio. 🎤 #PRBlog 
T_IsForTiffany, Thu Apr 23 21:18:16 +0000 2020, -73.723025, 45.557830, @iamchelseakay Right?! I didn’t even bother having a reaction, I just took whatever I can get at this point 😩 not t… https://t.co/rqDwit1PE9 
JudusMaximus, Thu Apr 23 21:18:16 +0000 2020, -70.907522, 42.515052, LMFAO oh come on I was minding my business he @ me 
TheReal21Kid, Thu Apr 23 21:18:16 +0000 2020, -98.258735, 29.584679, @Xx_NessaBoo_xX https://t.co/JX6LHuNa8D 
IsaiahG_AAP, Thu Apr 23 21:18:16 +0000 2020, -87.732013, 41.833585, This just made me think about how Em verse on Patiently waiting should be discussed WAY more than his verse on Rene… https://t.co/Vht12mzF28 
unkljak1, Thu Apr 23 21:18:16 +0000 2020, -82.033994, 29.780851, @LivePDDave1 https://t.co/YInFAAvA9H 
Tech49er, Thu Apr 23 21:18:16 +0000 2020, -122.360053, 40.553995, And then https://t.co/33FBRUitxb 
DC5_Esteban, Thu Apr 23 21:18:16 +0000 2020, -119.025163, 35.346902, Me and @Oscaaarr__ 
draeee__, Thu Apr 23 21:18:16 +0000 2020, -84.416916, 42.759558, 🤢cramps during lockdown? Wow. Ghetto 
YobiMendoza_13, Thu Apr 23 21:18:16 +0000 2020, -116.952353, 32.799253, why am I so nice? tf is this shit?? 
enduraphin, Thu Apr 23 21:18:16 +0000 2020, -76.128811, 43.052607, Good luck boys @_tjbrunson @idunklewis! Big thanks to @yoperform for having us during their prep! https://t.co/Mc9bg0r4TQ 
duck464, Thu Apr 23 21:18:16 +0000 2020, -122.820270, 42.278279, We’re is Coach on GameDay? https://t.co/ZSZrHesxkt 
danicalbarnett, Thu Apr 23 21:18:16 +0000 2020, -98.540651, 29.417501, WHO ARE THESE CUTE GIRLS? 😻😻😻😻😻😻Miss y’all and Canadad 💙 
MikeHabegger, Thu Apr 23 21:18:16 +0000 2020, -75.375723, 39.899312, This sure is something. 
Arcarsenal09, Thu Apr 23 21:18:17 +0000 2020, -87.732013, 41.833585, USPS delivery are dragging. Chill the fuck down yall. 
SharonShyBrown, Thu Apr 23 21:18:17 +0000 2020, -89.922029, 35.133521, @poormanscommish He was going to shank him but he never did because he wasn't a killer. 
MsGGarcia204, Thu Apr 23 21:18:16 +0000 2020, -95.446486, 29.838495, I love my students! We so wanted to hug. They were surprised. #airhugs #happytears #smartcookies #AldineAtHome… https://t.co/TnoWOEzDRh 
RationalAdult, Thu Apr 23 21:18:17 +0000 2020, -95.326899, 29.547885, @ddayen So McConnell didn't limit the stimulus? The Obama team pulled the plug themselves? Romer went on the record requesting more. 
HateItHereeeee, Thu Apr 23 21:18:17 +0000 2020, -83.804475, 27.698682, Now this bitch gunna send my tweets to non twitter people so they can draw it out of proportion and take me being d… https://t.co/cLBYVDcnyU 
PatriciaGoyett9, Thu Apr 23 21:18:17 +0000 2020, -75.770041, 42.746617, @scotto1198 @cbjkc5 @EricTrump @realDonaldTrump You sound like Trump stop calling names we all have the right to speak freely. 
DimitarBechev, Thu Apr 23 21:18:17 +0000 2020, -79.026020, 35.919442, @JordiVaquer More popular in Barcelona than Daniel? ;) 
gwalms17, Thu Apr 23 21:18:17 +0000 2020, -74.188849, 40.935081, @ezraklein @Clichdwhitegir1 No. We should be in panic mode until trump is defeated 
nextuporegon, Thu Apr 23 21:18:17 +0000 2020, -122.630908, 45.536402, ⬇️⬇️⬇️⬇️⬇️ #Election2020 #OregonVote #orpol 
becs_jpg, Thu Apr 23 21:18:17 +0000 2020, -93.194233, 43.147902, this past month I’ve been in a slump with this whole SAH and covid, but I finally got back in to edit some photos a… https://t.co/sBmReOwWM1 
VirallyAds, Thu Apr 23 21:18:17 +0000 2020, -73.977182, 40.780751, #BillionShields Challenge is here! ?I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus!… https://t.co/MaUqt0wSE3 
kassaudetat, Thu Apr 23 21:18:17 +0000 2020, -118.130426, 33.937674, @toriameee babe stop gimme kith 
MikeMiracles, Thu Apr 23 21:18:17 +0000 2020, -93.827898, 32.525278, @BradenGall @joeygarrison @MtlTitan I think Gladney fits the mindset they want for sure (so does Amik and Arnette),… https://t.co/uvXK32aMkd 
notthenightmare, Thu Apr 23 21:18:17 +0000 2020, -122.995047, 46.740479, What's everyone up to?? https://t.co/UA52Rrtcyp 
farenrachels, Thu Apr 23 21:18:17 +0000 2020, -86.791549, 36.200008, @CarltonAnderson nominated me for the #classiccountrychallenge so I chose #thebluesteyesintexas by Restless Heart 😍… https://t.co/U59i9nudUz 
loryyyy31, Thu Apr 23 21:18:17 +0000 2020, -83.804475, 27.698682, Lmfao I’m sorry 
jenkuper, Thu Apr 23 21:18:17 +0000 2020, -98.319925, 38.498196, @RealCandaceO I usually go once a week and most of my produce goes bad so I’d be better off going everyday 😉 
DICKBYAIR, Thu Apr 23 21:18:17 +0000 2020, -76.128811, 43.052607, My girl making crab legs tonight 
ojodemoco, Thu Apr 23 21:18:17 +0000 2020, -118.346153, 33.953633, @_notstndburrito 
JanaPalmquist, Thu Apr 23 21:18:17 +0000 2020, -83.804475, 27.698682, quarantine fun fact of the day:Do you know what the little paper tail sticking out of a Herseys kiss is called!? A Niggly Wiggly🤣🍫 
unickoern, Thu Apr 23 21:18:17 +0000 2020, -79.272570, 43.629311, @jassel__  pano ba yan HAHAHHA 
chaos_coffee_, Thu Apr 23 21:18:17 +0000 2020, -95.369400, 29.760200, Throwback to springtime last year, when we would drive around random neighborhoods, taking pictures and trying to a… https://t.co/gcIzoKfHbl 
Kaysha_Nicholee, Thu Apr 23 21:18:17 +0000 2020, -100.076888, 31.168893, i hold it down ,i was built for this part 🤞🏾 
_Kayaaaaaaaaaaa, Thu Apr 23 21:18:17 +0000 2020, -76.832809, 38.882384, @SouljaaBandzz And your mf face surgeon need to be yours. Ugly 
C100TSU, Thu Apr 23 21:18:17 +0000 2020, -86.791549, 36.200008, To recieve daily affirmations personally, please subscribe to our brother Mario Eberhart’s Remind: dailyaf “Daily a… https://t.co/sO8qlJesJI 
MartinCleary, Thu Apr 23 21:18:17 +0000 2020, -75.800141, 45.248791, HIGH ACHIEVERS:Stay-At-Home EditionCORRECTIONIf Neville Gallimore (St.  Patrick's HS) is picked in NFL Draft, he'… https://t.co/vKCZcO53b4 
Juynni, Thu Apr 23 21:18:17 +0000 2020, -83.173867, 32.678207, Send me switch friend id pls! 
SimplyJosh, Thu Apr 23 21:18:17 +0000 2020, -86.791549, 36.200008, anytime anyone opens my phone they just look at it like 😑 lol https://t.co/GdUAAUdhuf 
iluvCW84, Thu Apr 23 21:18:17 +0000 2020, -84.956126, 40.639364, https://t.co/pqHqTfTh2T 
BTBMSU, Thu Apr 23 21:18:17 +0000 2020, -118.411907, 34.020789, Today we spotlight our leadership team that works tirelessly behind the scenes to ensure all sites have a safe &amp; qu… https://t.co/gifhIdPJWc 
mads_universe, Thu Apr 23 21:18:18 +0000 2020, -83.388226, 42.759745, Worrying that I fucked up where I set up my tent on animal crossing 
brettfan55, Thu Apr 23 21:18:18 +0000 2020, -94.818096, 39.065360, @maddow Will we survive this much Trump stupidity? 
MarcoCeee_, Thu Apr 23 21:18:18 +0000 2020, -81.238015, 28.565775, @Florii_c @n0slek https://t.co/fIRuchDkyV 
spudenfinkl3, Thu Apr 23 21:18:18 +0000 2020, -122.334461, 47.307568, This is my first game launch, and I cannot wait for all of you to get your hands on it. See you in the jungle! 
KendraFiona, Thu Apr 23 21:18:18 +0000 2020, -83.173867, 32.678207, The unspoken truth about #ADHDhttps://t.co/xwXKbIoWLf 
Blackjacks_DB, Thu Apr 23 21:18:18 +0000 2020, -93.361321, 46.441861, If you have any questions, please be in contact with David Hansen, Superintendent, at (320) 769-2955 or at dhansen@dwby.k12.mn.us. 
melbell1997, Thu Apr 23 21:18:18 +0000 2020, -82.160865, 29.120223, @Spencerdamus 🙄 https://t.co/3wtxwlnmBn 
FlyinOnNimbus91, Thu Apr 23 21:18:18 +0000 2020, -80.846785, 35.209059, Eniotna that nigga be freaky of the Don Julio too... 
_Imnoscientist, Thu Apr 23 21:18:18 +0000 2020, -80.230358, 26.164865, @kasforpres2030 Yeah, you ready to shave and wax for your trips and shit with your girls but not because I like it. Girl, fuck you. Lol 
chassityyyyyy, Thu Apr 23 21:18:18 +0000 2020, -95.649287, 31.762028, That “ I’m To Grown To Fight “ Shit Dead ! Bitch You Best Knock Her Tf Out 😂! 
B_ConscioUS, Thu Apr 23 21:18:18 +0000 2020, -122.272100, 37.802900, For ALL my SUPPORTERS, Art Collectors  and Friends during this CORONAVIRUS... I do an ART AUCTION (Monday - FRIDAY… https://t.co/ItYol5TeXF 
revmitulski, Thu Apr 23 21:18:18 +0000 2020, -122.228685, 37.791994, @scottiepipm How hm little do these mothers love their children and how little do they care about the health of others #selfish 
maanibby, Thu Apr 23 21:18:18 +0000 2020, -118.411907, 34.020789, why worldwide tacos closed, I felt like waiting today 🙄 
hallaaron81, Thu Apr 23 21:18:18 +0000 2020, -86.321494, 36.207541, @SherrysDrunk When it’s always been that way so we accept it. Don’t know, but how many of those restrictions were v… https://t.co/OUxYnkDcrO 
JerryKerby, Thu Apr 23 21:18:18 +0000 2020, -87.496200, 36.545910, @CameronNewton to @tedginnjr_19 88 yard strike! @ Woodlawn, Tennessee https://t.co/3yLuit0Llf 
AlamoLauren, Thu Apr 23 21:18:18 +0000 2020, -112.124676, 33.552863, ARE YOU SERIOUS https://t.co/QO7nsxWx7B 
JasonBa17205509, Thu Apr 23 21:18:18 +0000 2020, -83.291425, 42.651668, @KeithbBow @ElectionMapsCo @PanWeg Why didn’t Kent continue that trend into 2018?I’m not saying Kent isn’t trendi… https://t.co/kl5kasOEPS 
colleen_hamrah, Thu Apr 23 21:18:18 +0000 2020, -74.666463, 40.792501, You are so right on that point. NOBODY WANTS to take care of you, you narcissistic hate monger! 
Streaksfriend, Thu Apr 23 21:18:19 +0000 2020, -105.063942, 40.564190, @Zagamoochie Are you seriously a Christian? Because your witness is shit 
samantha_avila, Thu Apr 23 21:18:19 +0000 2020, -80.369153, 25.825643, He visitado el asteroide de un principito para saber que un “sombrero” no siempre lo es y descubrir el secreto que… https://t.co/lC6BXvSoH9 
dezysnacks, Thu Apr 23 21:18:19 +0000 2020, -90.441960, 38.668105, @TonyDeltt “It could’ve been her” 
DannyPrice23, Thu Apr 23 21:18:19 +0000 2020, -112.124676, 33.552863, @itsajadething @gwsjuIi @_princessneesa_ Ur the snack 
InsideMusical, Thu Apr 23 21:18:19 +0000 2020, -75.267158, 40.148008, @ComicContext The Obama years. 
therealbratney, Thu Apr 23 21:18:19 +0000 2020, -84.192069, 34.038017, This must be what I look like to my man when I’m mad. 
EDUcre8ive, Thu Apr 23 21:18:19 +0000 2020, -122.028841, 37.266726, District leaders: your teachers can easily make videos for asynchronous T&amp;L with WeVideo. We can put all your Ts… https://t.co/zCMskp4SWP 
asleepygemini, Thu Apr 23 21:18:19 +0000 2020, -73.948775, 40.655138, @goth_aunt_ some wrestler lady named stephanie mcmahon 
RealCarrington, Thu Apr 23 21:18:19 +0000 2020, -91.380189, 31.543237, @JohnCena 🎂 
LoLosanchez, Thu Apr 23 21:18:19 +0000 2020, -84.414911, 39.335215, ....a 21st Century Renaissance...CAN'T WAIT TO MAKE AMERICA GREAT AGAIN! 
KentRaiven, Thu Apr 23 21:18:19 +0000 2020, -92.177808, 38.552600, @presentmicYEAH Kirishima looks up at you and his tears run down his face“I’m..just like a villan then...aren’t I?” 
JamesGBeattie, Thu Apr 23 21:18:19 +0000 2020, -73.968542, 40.780709, @EhMarchy We had a trip planned for London/Amsterdam that was planned right in the middle of the beginning of all t… https://t.co/3hHA3lw4KX 
TerrenceLHayes, Thu Apr 23 21:18:19 +0000 2020, -77.236969, 38.805115, @AngeloDawkins Burger! All day, every Draft day! #Jaguars 
SeauxChill, Thu Apr 23 21:18:19 +0000 2020, -85.242564, 35.091954, Lmao yt ppo are loosing their mind 😂😂😂😂 
roach4192, Thu Apr 23 21:18:19 +0000 2020, -84.372740, 39.112886, @LanceMcAlister Can we also agree that Zac Taylor and the @Bengals put Finley in on purpose to tank for the pick? #bengalsgenius #DraftDay 
ChrisMilam, Thu Apr 23 21:18:19 +0000 2020, -89.922029, 35.133521, 8 tonight!!! What is the most inappropriate question you’d like to ask me? 👀 
Barajas_ang, Thu Apr 23 21:18:19 +0000 2020, -95.446486, 29.838495, @GetPaidDailyy You so right, smh my fault 
JohnLaffleur, Thu Apr 23 21:18:19 +0000 2020, -84.163786, 39.082347, @Rondo24f @Tom_Winter #Kentucky is turning #blue, give it time. 
CiriAntares, Thu Apr 23 21:18:19 +0000 2020, -79.420865, 38.003376, @missemilydawn A deposit for it. 
madissynn, Thu Apr 23 21:18:19 +0000 2020, -78.895441, 35.990983, she dyed everything but her hair lmfaoooo 
rpevansmd, Thu Apr 23 21:18:20 +0000 2020, -105.072231, 39.947249, LIE TO ME!How many people DAILY lost thier jobs, filed for unemployment and how many small businesses declared ban… https://t.co/xIV64VxB6L 
KamilSultan8, Thu Apr 23 21:18:20 +0000 2020, -71.112377, 42.378197, @ActionNetworkHQ Herbert- DolphinsTua- JagsSimmons- Panthers Love- Colts Jeudy- BroncosLamb- RaidersTotal lbs of top 10 picks- 2654 
EV_TJsAndTarget, Thu Apr 23 21:18:20 +0000 2020, -73.968542, 40.780709, 5:15PM, Trader Joe’s line died down again, less than 20 people; Target line is short.. 6 people. 🟢🟢 
dondrennon, Thu Apr 23 21:18:20 +0000 2020, -81.014776, 34.915569, @WeeLaura Bob Seger and The Silver Bullet Band, opening for Kiss. 🤟 
beachmusings58, Thu Apr 23 21:18:20 +0000 2020, -123.029015, 44.935084, @HoveSjanhov Scrumptious 
Grant__Curtis, Thu Apr 23 21:18:20 +0000 2020, -100.076888, 31.168893, @Swardy I still can’t get over his When It’s Gone remix 
confusedabout, Thu Apr 23 21:18:20 +0000 2020, -96.761753, 32.819858, @Breaking911 Go ahead and test the president. I dare you. 
Paschal__, Thu Apr 23 21:18:20 +0000 2020, -95.446486, 29.838495, @___chiamaka @Elsea20 But that’s the thing some kids won’t whether you put in all your effort or not. It is a fact… https://t.co/dCmHxRSRrL 
LadiesLoveWave, Thu Apr 23 21:18:20 +0000 2020, -84.433106, 33.767195, I like new ppl but I don’t really like new ppl 
lexxjens_, Thu Apr 23 21:18:20 +0000 2020, -99.680903, 41.500730, Sundown // Jack Harlow 
CryptoEmmaT, Thu Apr 23 21:18:20 +0000 2020, -79.272570, 43.629311, Savage! #damn 😂😂 
lowekeyy_, Thu Apr 23 21:18:21 +0000 2020, -118.411907, 34.020789, these bitches around me be som weirdos and i don’t give a fuck who feel any type of way. none 
JennAntuna, Thu Apr 23 21:18:20 +0000 2020, -98.540651, 29.417501, Supporting tier 1 instruction @NISDMaryHull with Screencastify and Google Slides. Thank you @TechCoachFikac for the… https://t.co/0swKOYFx8N 
FilmnVFx, Thu Apr 23 21:18:21 +0000 2020, -73.948775, 40.655138, https://t.co/rvNdeGieUR 
joanamarrod, Thu Apr 23 21:18:21 +0000 2020, -81.986834, 26.636480, Me and Lisa we’re doing purple hair experiments yesterday. Now I’m a redhead. AgainI’m not mad 🤗 
Pres_trump45, Thu Apr 23 21:18:21 +0000 2020, -74.153947, 40.572376, @amber00827 https://t.co/4fOxi2Rj8C 
AjbakePlays, Thu Apr 23 21:18:21 +0000 2020, -90.702644, 38.779657, @TheGamerzHaven Dealer’s choice 😂 
SmashCashRadio, Thu Apr 23 21:18:21 +0000 2020, -87.632496, 41.883222, Reposted from @bar4bar2 Eve @therealeve vs Da Brat @sosobrat Female rappers will never be forgotten! Who you rootin… https://t.co/BmzN9xpjpe 
DatDude_Tuckk, Thu Apr 23 21:18:21 +0000 2020, -82.160865, 29.120223, Never Had Porridge 
timothy_j1, Thu Apr 23 21:18:21 +0000 2020, -84.493977, 34.863102, @youtubeowner https://t.co/p3sMrsU3YU@POTUS44_45 RonaldTJones@POTUS.GOV on Twitter ...https://t.co/4uk9ebKl1dRon… https://t.co/sLcNeRNvE1 
N_lillypad, Thu Apr 23 21:18:21 +0000 2020, -79.861034, 35.170499, You’re a beauty @ColleenWolfe 
piscesfinest1, Thu Apr 23 21:18:21 +0000 2020, -88.821688, 33.456504, Come lay up under meeee 🙃 take my laptop away!!!😫 
tadeorysx, Thu Apr 23 21:18:21 +0000 2020, -84.712302, 38.054885, @mopage19 I was the lead graphics designer for my yearbook class &amp; there was a basketball home game going on but no… https://t.co/4PyVoZECw0 
GSlate, Thu Apr 23 21:18:21 +0000 2020, -87.732013, 41.833585, @SlimandSaditty_ 🤦🏾‍♂️ damn 
ghostynbv, Thu Apr 23 21:18:21 +0000 2020, -119.782465, 36.786042, Blessings in disguise 
irasocol, Thu Apr 23 21:18:21 +0000 2020, -78.903355, 38.070931, This is true. It always has been true “It’s your state that is living on the money that we generate,” Cuomo said.… https://t.co/nbyP9TWzfy 
JenMarieHall, Thu Apr 23 21:18:21 +0000 2020, -83.804475, 27.698682, So gRAYtful to have been a part of @LetsGoRays these past two years! The coaches and staff care about these kids mo… https://t.co/sZAqtqUL08 
yatimestwoo_, Thu Apr 23 21:18:21 +0000 2020, -118.222017, 33.884968, @_ImNotShai @damaccdidit_ on instagram💕 https://t.co/4wcNrPlrIi 
LarryFlick, Thu Apr 23 21:18:22 +0000 2020, -74.066663, 40.718001, Song of the moment. Truly extraordinary. 
BethDimanche, Thu Apr 23 21:18:22 +0000 2020, -118.731399, 34.267311, Where can we find this and why did you say Simi Valley? 
bookbelieve3, Thu Apr 23 21:18:22 +0000 2020, -83.099288, 42.352787, Same thing i said 😳😳😳🔥😅 
boyylondonnn, Thu Apr 23 21:18:22 +0000 2020, -78.657837, 35.843981, Southeast would have definitely been the best HBCU hands down. 
NWSSevereTstorm, Thu Apr 23 21:18:22 +0000 2020, -87.299153, 32.699592, Severe Thunderstorm Warning including Marion AL, Newbern AL, Heiberger AL until 5:15 PM CDT https://t.co/cXmDTI5ez7 
Jlizbeth29, Thu Apr 23 21:18:22 +0000 2020, -122.330602, 47.614817, Yes, @Nancy_Pearl  supporting @AmyMcGrathKY to oust McConnell 
Tn__toro, Thu Apr 23 21:18:22 +0000 2020, -118.222017, 33.884968, Shorty working ina fazos 
evangelist84, Thu Apr 23 21:18:22 +0000 2020, -118.131964, 34.177310, @BlackDesignTw Thank you so much!! 🙏🏾 
furrypeanut, Thu Apr 23 21:18:22 +0000 2020, -87.732013, 41.833585, @PoliticusSarah @Anntlee We need to dump the southern clodhoppers states. Fucking impediments to progress. 
Tree_Dogs, Thu Apr 23 21:18:22 +0000 2020, -111.963278, 40.559481, @sadbabyoutlaw This is different but also really good https://t.co/02GIGvltgD 
WCYB_Heather, Thu Apr 23 21:18:22 +0000 2020, -85.978600, 35.830522, Unexpected project tonight.. new home studio.. tv in the spare bedroom doesn’t have a USB port and I obviously can’… https://t.co/4Nyz6u6Nrq 
The_Mad_Hadder, Thu Apr 23 21:18:22 +0000 2020, -118.411907, 34.020789, These virtual DJ sets are the only good thing about quarantining tbh 
ritaparada, Thu Apr 23 21:18:22 +0000 2020, -122.228685, 37.791994, Ramadan Kareem to all celebrating around the world. Wishing you and your loved ones good health, togetherness, love… https://t.co/8aoM2XLYLO 
therealChelz, Thu Apr 23 21:18:22 +0000 2020, -74.334812, 43.045806, @Instacart having issues with the Instacart app?! What’s going on? 
nookromario, Thu Apr 23 21:18:22 +0000 2020, -73.831187, 40.670879, @Lovelilisa_m  🥰🥰🤩😊 ทักทายยามค่ำคืนนะคะ อย่าลืมดูแลสุขภาพด้วยนะคะ https://t.co/GMKMshRRdK 
LibbyBlog, Thu Apr 23 21:18:23 +0000 2020, -82.442694, 27.996595, Thinking of becoming a Juggalo...  I guess I should listen to some Insane Clown Posse and see if I actually like it though… 
TheFiggyFig, Thu Apr 23 21:18:22 +0000 2020, -95.446486, 29.838495, 🤨 
viscountss, Thu Apr 23 21:18:23 +0000 2020, -80.528713, 35.652669, @p0tatoefluffy cici jgn gitu:( 
ladeneuve, Thu Apr 23 21:18:23 +0000 2020, -100.076888, 31.168893, sometimes when im taking a shower i get lonely so i call lindsay and make her stand in the bathroom and talk to me until im done 
TheSAUCEYfellow, Thu Apr 23 21:18:23 +0000 2020, -88.753709, 41.927807, PSA HEALTHY PEOPLE GETTING TESTED FOR COVID WONT CHANGE ANYTHING 
wheres_domo, Thu Apr 23 21:18:23 +0000 2020, -118.248063, 33.839612, Me this morning 
Gloccavaliii, Thu Apr 23 21:18:23 +0000 2020, -84.433106, 33.767195, Wen Ga opens and all da food in the restaurants taste like Corona virus 
ziizi92, Thu Apr 23 21:18:23 +0000 2020, -74.471484, 40.494554, Oh the hydration 😂😂🙄 
ArandaMilton, Thu Apr 23 21:18:22 +0000 2020, -74.196525, 40.662479, @pipemarulo1981 @JhoanManuelMed2 Eso no es nada mire la perlita. Excusa médica chimba https://t.co/1ebm84mpp5 
CurtisHagstrom, Thu Apr 23 21:18:23 +0000 2020, -100.076888, 31.168893, @VP Great Job Mr Vice President! 
SeriouslyChris, Thu Apr 23 21:18:23 +0000 2020, -73.968542, 40.780709, @NineDaves This episode is gonna be epic 😂🤩 
_blkbear, Thu Apr 23 21:18:23 +0000 2020, -95.446486, 29.838495, Michonne looked at Enid so crazy when she started butting into grown folk business like girl 😒 #TWD 
keonitheone, Thu Apr 23 21:18:23 +0000 2020, -93.611531, 41.732949, It’s sooo beautiful out in Ankeny today. Perfect time for me to do my ecology project for Biology. 
ck4basketball, Thu Apr 23 21:18:23 +0000 2020, -79.980689, 40.431389, @Karis2026 I already know!! We won’t stop until you’re there 😤😤😤 
DrewFladung, Thu Apr 23 21:18:23 +0000 2020, -84.271829, 39.251211, If one of my Swish kids DIDNT take this shot they’d be sitting next to me at the next dead ball. Dunk when it’s wor… https://t.co/2q1iESKMxV 
privatejoker111, Thu Apr 23 21:18:23 +0000 2020, -80.045939, 32.914424, @WrecklessEating but who would you cast as the Macho Man? 
EMP_Steelehead, Thu Apr 23 21:18:23 +0000 2020, -116.888907, 33.747793, past noodles 
MrsRotnjetski, Thu Apr 23 21:18:24 +0000 2020, -111.738566, 33.295215, @heartsabustin @LadyDemosthenes And thank you!  I needed to hear that. ❤️ 
3MuchHutch, Thu Apr 23 21:18:24 +0000 2020, -77.014398, 38.898603, @OnChill94 I’m bout to ban you from using this gif 
kmjohnson28, Thu Apr 23 21:18:24 +0000 2020, -89.876449, 32.571032, @denkibestboy I love him sm you have no idea 
soylaflor_, Thu Apr 23 21:18:24 +0000 2020, -118.018856, 33.975918, Okay, but like Looking For Latoya looks like it’s filled with drama and I’m interested @insecurehbo @IssaRae 
SayedAl76974724, Thu Apr 23 21:18:24 +0000 2020, -87.747965, 43.748559, https://t.co/ReZmUAoe3P 
ALYSSANlCOLE, Thu Apr 23 21:18:24 +0000 2020, -87.971136, 43.753679, since quarantined started i've made 6 online purchases all over $50 someone help 
